instance,prep,geo-feature,placename,sum,or,'label exp1','label exp 2','label exp 3','label exp 4'
' turn break a trot cross flag pathway',as,0,0,0,0,2,1,1,0
' cross flag pathway hangar the northern',between,0,0,0,0,2,1,1,0
' liberti avenu rd street the bloomfield',from,2,2,4,1,2,1,1,0
' lieuten shepard chisango die polic custodi ',in,0,1,1,1,2,1,1,0
' lieuten shepard chisango die polic custodi ',in,0,1,1,1,2,1,1,0
' polic custodi  gather evid armi poach',after,0,1,1,1,2,1,1,0
'  gather evid armi poach smuggl',of,0,1,1,1,2,1,1,0
' lieuten shepard chisango die polic custodi ',in,0,1,1,1,2,1,1,0
' knife make space slip a ribbon',beneath,0,0,0,0,1,1,0,1
' space beneath slip ribbon pepper',in,0,0,0,0,1,1,0,1
' slip a ribbon pepper',of,0,0,0,0,1,1,0,1
' ant their nest',Like,0,0,0,0,1,1,0,1
' like ant nest swarm black',over,0,0,0,0,1,1,0,1
' mani kind amiabl peopl',Like,0,0,0,0,0,0,0,0
' gossip love prattl friend affair',about,0,0,0,0,0,0,0,0
' north arcad consist',Like,2,0,2,1,2,1,1,0
' north arcad consist four bay arch',of,2,0,2,1,2,1,1,0
' arch semi circular form two order plain',in,2,0,2,1,2,1,1,0
' semi circular form two order plain chamfer',with,2,0,2,1,2,1,1,0
' rest the water',Like,0,0,0,0,0,0,0,0
' like rest water born world',of,0,0,0,0,0,0,0,0
' like rest water born world',of,0,0,0,0,0,0,0,0
' like rest water born world',of,0,0,0,0,0,0,0,0
' linda includ copi articl her editor',of,0,1,1,1,0,0,0,0
' her editor reject seri less specif',plus,0,1,1,1,0,0,0,0
' linda includ copi articl her editor',of,0,1,1,1,0,0,0,0
' linda includ copi articl her editor',of,0,1,1,1,0,0,0,0
' linda includ copi articl her editor',of,0,1,1,1,0,0,0,0
' line ~line  olymp game',At,0,0,0,0,2,1,1,0
' at  olymp game melbournemelbournexmlclosexmlclos',in,0,0,0,0,2,1,1,0
' ~line gab artesian spring witjira dalhousi spring hold plant',as,0,1,1,1,2,1,1,0
' anim have evolv new speci found nowher els',into,0,1,1,1,2,1,1,0
' australian public valu volunt surf life saver',of,1,0,1,1,2,1,1,0
' the highest rank centr endem nativ freshwat fish',of,0,1,1,1,2,1,1,0
' highest rank centr endem nativ freshwat fish the',for,0,1,1,1,2,1,1,0
' endem nativ freshwat fish australian arid zone anhat',in,0,1,1,1,2,1,1,0
' line humour fan from',of,0,0,0,0,1,1,0,1
' line humour fan his mouth his teeth',from,0,0,0,0,1,1,0,1
' his teeth gleam white dark',in,0,0,0,0,1,1,0,1
' lingeri depart christma full bewild',at,0,0,0,0,1,1,0,1
' depart christma full bewild men search the',of,0,0,0,0,1,1,0,1
' full bewild men search perfect gift their',for,0,0,0,0,1,1,0,1
' full bewild men search perfect gift their',for,0,0,0,0,1,1,0,1
' lionel born   forrest street',in,3,1,4,1,2,1,1,0
' lionel born   forrest street that',at,3,1,4,1,2,1,1,0
' lionel born   forrest street that',at,3,1,4,1,2,1,1,0
' that time home mrs sharp matern grandmoth',of,3,1,4,1,2,1,1,0
' mrs sharp matern grandmoth famili home bolton',although,3,1,4,1,2,1,1,0
' lionel born   forrest street',in,3,1,4,1,2,1,1,0
' lisa blink',at,0,1,1,1,0,0,0,0
' lisa owen lisaowensenglish heritageorguk',at,0,1,1,1,0,0,0,0
' lisa scowl back he disappear',at,0,1,1,1,1,1,0,1
' lisa scowl his back disappear the doorway',as,0,1,1,1,1,1,0,1
' back he disappear doorway hate ambival',through,0,1,1,1,1,1,0,1
' doorway hate ambival feel churn insid',of,0,1,1,1,1,1,0,1
' the feel churn',inside,0,1,1,1,1,1,0,1
' list use water includ transport industri tourism',of,0,0,0,0,0,0,0,0
' littl assembl squad  profession mani term',of,0,0,0,0,0,0,0,0
' squad  profession mani term would make hartlepool',on,0,0,0,0,0,0,0,0
' littl peachtre rock larger cousin the',unlike,4,0,4,1,2,1,1,0
' rock unlik larger cousin begin the trail',at,4,0,4,1,2,1,1,0
' larger cousin begin the trail a much',of,4,0,4,1,2,1,1,0
' stabl rock format the type eros',with,4,0,4,1,2,1,1,0
' larger cousin begin the trail a much',of,4,0,4,1,2,1,1,0
' type eros it',about,4,0,4,1,2,1,1,0
' davi cup world group playoff belgium a record equal',against,1,4,5,1,0,0,0,0
' world group playoff belgium record equal victori',with,1,4,5,1,0,0,0,0
' a record equal victori cairn',in,1,4,5,1,0,0,0,0
' lloyd georg attempt solut to copi',at,1,1,2,1,0,0,0,0
' solut to copi germani social insur scheme',from,1,1,2,1,0,0,0,0
' citi straddl border alberta saskatchewan yellowhead',between,2,3,5,1,2,1,1,0
' border alberta saskatchewan yellowhead highway ',on,2,3,5,1,2,1,1,0
' locat kuratau river flow',above,4,0,4,1,2,1,1,0
' kuratau river flow lake taupo it',into,4,0,4,1,2,1,1,0
' flow lake taupo own uniqu soil',with,4,0,4,1,2,1,1,0
' flow lake taupo own uniqu soil',with,4,0,4,1,2,1,1,0
' locat elev about ',at,2,0,2,1,2,1,1,0
' locat an elev   feet',of,2,0,2,1,2,1,1,0
' locat an elev   feet the',about,2,0,2,1,2,1,1,0
' about   feet flank the san',on,2,0,2,1,2,1,1,0
' locat an elev   feet',of,2,0,2,1,2,1,1,0
' meadow a nice treasur us find',for,2,0,2,1,2,1,1,0
' locat western end the',at,3,2,5,1,2,1,1,0
' locat western end the scenic east cape section',of,3,2,5,1,2,1,1,0
' locat western end the scenic east cape section',of,3,2,5,1,2,1,1,0
' locat rear part the',in,4,1,5,1,2,1,1,0
' locat rear part the main cela maya spanish',of,4,1,5,1,2,1,1,0
' small hostel use primarili student resid',for,4,1,5,1,2,1,1,0
' colonel robert reserv taupo lakefront front kfc subway discov',in,0,0,0,0,2,1,1,0
' reserv taupo lakefront front kfc subway discov artist creation',of,0,0,0,0,2,1,1,0
' subway discov artist creation marvel beauti paint just come',at,0,0,0,0,2,1,1,0
' logan brown wellington',in,0,2,2,1,2,1,1,0
' major contributor climat chang forest woodland import',as,3,0,3,1,0,0,0,0
' london  riga stockholm',via,0,3,3,1,2,1,1,0
' london tie first place follow barcelona',for,0,3,3,1,0,0,0,0
' tie first place follow barcelona a four way',by,0,3,3,1,0,0,0,0
' london tie first place follow barcelona',for,0,3,3,1,0,0,0,0
' way tie third place san francisco pari berlin',between,0,3,3,1,0,0,0,0
' london amman greec israel ferri',via,0,3,3,1,2,1,1,0
' amsterdam ani dutch station train ferri london amsterdam',by,4,6,10,1,2,1,1,0
' amsterdam ani dutch station train ferri london amsterdam',by,4,6,10,1,2,1,1,0
' dutch station train ferri harwich hook holland',via,4,6,10,1,2,1,1,0
' train ferri via harwich hook holland be book onlin',of,4,6,10,1,2,1,1,0
' holland be book onlin netherland page full detail',at,4,6,10,1,2,1,1,0
' book onlin netherland page full detail',for,4,6,10,1,2,1,1,0
' london copenhagen harwich hoek ferri &',by,1,3,4,1,2,1,1,0
' amsterdam copenhagen sleeper train  day amsterdam',with,1,3,4,1,2,1,1,0
' train  a day amsterdam',in,1,3,4,1,2,1,1,0
' london copenhagen pari & hamburg',via,0,2,2,1,2,1,1,0
' london fort william caledonian sleeper',by,1,1,2,1,2,1,1,0
' london pragu cologn pragu sleeper the',via,0,2,2,1,2,1,1,0
' london pragu pari berlin sleeper a',via,0,3,3,1,2,1,1,0
' london scotland caledonian sleeper',by,0,2,2,1,2,1,1,0
' to close four site britain the loss',in,2,1,3,1,2,1,1,0
' close four site britain loss  job',with,2,1,3,1,2,1,1,0
' britain the loss  job it switch',of,2,1,3,1,2,1,1,0
' loss  job switch product it',as,2,1,3,1,2,1,1,0
' it largest british factori port sunlight northwest england back',at,2,1,3,1,2,1,1,0
' port sunlight northwest england back  million pound ',by,2,1,3,1,2,1,1,0
' london print j down bartholomew close',for,1,2,3,1,2,1,1,0
' london print j down bartholomew close r gosl',in,1,2,3,1,2,1,1,0
' bartholomew close r gosl middl templ gate',at,1,2,3,1,2,1,1,0
' london print j down bartholomew close r gosl',in,1,2,3,1,2,1,1,0
' london amsterdam dutch flyer train & ferri',by,1,2,3,1,2,1,1,0
' london budapest eurostar pari citi night',by,0,6,6,1,2,1,1,0
' need good guidebook burma the lone planet',for,0,2,2,1,0,0,0,0
' lone planet seri the best is',about,0,2,2,1,0,0,0,0
' help right wrong usa best',of,2,3,5,1,0,0,0,0
' long shot fire burn tree rylston',of,1,1,2,1,2,1,1,0
' shot fire burn tree rylston kando area',in,1,1,2,1,2,1,1,0
' long walk sea need',by,1,0,1,1,2,1,1,0
' look close inner citi school balconi',at,2,0,2,1,2,1,1,0
' close inner citi school balconi in tini front',on,2,0,2,1,2,1,1,0
' citi school balconi tini front back yard',in,2,0,2,1,2,1,1,0
' look around possibl light notic',for,0,0,0,0,1,1,0,1
' notic elder coupl smoke nearbi tabl',at,0,0,0,0,1,1,0,1
' look back derbi day calvin borel kentucki',at,0,0,0,0,0,0,0,0
' look south strip the venetian',along,9,9,18,1,2,1,1,0
' look south along strip venetian casino hotel look',from,9,9,18,1,2,1,1,0
' look south strip the venetian',along,9,9,18,1,2,1,1,0
' look south along strip venetian casino hotel look',from,9,9,18,1,2,1,1,0
' fremont street experi flamingo bird tropic garden flamingo',in,9,9,18,1,2,1,1,0
' bird the tropic garden flamingo flamingo bird the',of,9,9,18,1,2,1,1,0
' fremont street experi flamingo bird tropic garden flamingo',in,9,9,18,1,2,1,1,0
' bird the tropic garden flamingo flamingo bird the',of,9,9,18,1,2,1,1,0
' lord byron monument hucknal church ',in,2,0,2,1,2,1,1,0
' lord byron monument hucknal church ',in,2,0,2,1,2,1,1,0
' hurri round edg room make a',of,1,0,1,1,1,1,0,1
' edg the room make back entranc sharp',for,1,0,1,1,1,1,0,1
' direct rout meant jump tabl tabl straight across',from,1,0,1,1,1,1,0,1
' tabl tabl straight room',across,1,0,1,1,1,1,0,1
' lord justic clerk said two men deserv everi',that,0,0,0,0,0,0,0,0
' two men deserv everi commend action pursu forman',for,0,0,0,0,0,0,0,0
' everi commend their action pursu forman',in,0,0,0,0,0,0,0,0
' loretta frown herself awar geoffrey take great pleasur',that,0,1,1,1,0,0,0,0
' geoffrey take great pleasur show his superior knowledg',in,0,1,1,1,0,0,0,0
' lot chap pink coat',of,0,0,0,0,0,0,0,0
' lot chap pink coat have noth',with,0,0,0,0,0,0,0,0
' have noth do winter morn unless let',on,0,0,0,0,0,0,0,0
' do winter morn let em come repossessin',unless,0,0,0,0,0,0,0,0
' lot chap pink coat have noth',with,0,0,0,0,0,0,0,0
' lott told us she hike trail',that,2,0,2,1,2,1,1,0
' she hike trail erika had gotten confus',with,2,0,2,1,2,1,1,0
' she hike trail erika had gotten confus',with,2,0,2,1,2,1,1,0
' the various trail junction result learn',as,2,0,2,1,2,1,1,0
' lott told us she hike trail',that,2,0,2,1,2,1,1,0
' should alway keep left everi junction',at,2,0,2,1,2,1,1,0
' loui examin trent less emot he would',with,0,0,0,0,0,0,0,0
' examin trent less emot would given',than,0,0,0,0,0,0,0,0
' loui serv local bus servic known',by,0,2,2,1,2,1,1,0
' local bus servic known dial a ride transit dart',as,0,2,2,1,2,1,1,0
' transit dart provid servic st loui neighbor alma',throughout,0,2,2,1,2,1,1,0
' student four year battl special exam provis fail',over,1,1,2,1,0,0,0,0
' love manicur fairway surround cacti desert scrub lake',by,6,0,6,1,2,1,1,0
' love manicur fairway surround cacti desert scrub lake',by,6,0,6,1,2,1,1,0
' random rock format seem dawn time',from,6,0,6,1,2,1,1,0
' format seem the dawn time',of,6,0,6,1,2,1,1,0
' low alpin high trail zip pant',Off,1,2,3,1,0,0,0,0
' lower lash peep feargal gave one',at,0,0,0,0,0,0,0,0
' feargal gave one small smile',of,0,0,0,0,0,0,0,0
' lowestoft start music cours lectur imogen holst',by,0,1,1,1,0,0,0,0
' music cours a lectur imogen holst',from,0,1,1,1,0,0,0,0
' lucien so him felt kindl',behind,0,0,0,0,0,0,0,0
' he felt kindl curious scrutini the musician',of,0,0,0,0,0,0,0,0
' kindl curious scrutini musician',from,0,0,0,0,0,0,0,0
' away close door',on,0,1,1,1,1,1,0,1
' i came halt a soft hollow the',in,1,0,1,1,2,1,1,0
' halt a soft hollow rest the snow',while,1,0,1,1,2,1,1,0
' soft hollow rest the snow my camera',of,1,0,1,1,2,1,1,0
' snow my camera carri',on,1,0,1,1,2,1,1,0
' ludo i shuffl pub pub tabl',from,0,1,1,1,2,1,1,0
' pub tabl tabl salvat armi rattl tin',like,0,1,1,1,2,1,1,0
' luke move rug strewn entranc hall',into,1,1,2,1,1,1,0,1
' rug strewn entranc hall was still tri',while,1,1,2,1,1,1,0,1
' mood adequ demand the situat now',of,1,1,2,1,1,1,0,1
' face her laughter squeak parti whistl',like,0,0,0,0,0,0,0,0
' lung function measur spiromet attach a',with,0,0,0,0,1,1,0,1
' lurid semi fiction account jame greenwood georg sim',by,0,0,0,0,0,0,0,0
' london allud dark act debaucheri fit even',of,0,0,0,0,0,0,0,0
' debaucheri fit even page the lancet',for,0,0,0,0,0,0,0,0
' london allud dark act debaucheri fit even',of,0,0,0,0,0,0,0,0
'  bedroom mountain estat locat sunday river golf cours',on,4,1,5,1,2,1,1,0
' luxuri spa retreat set  hectar sub tropic',in,2,2,4,1,2,1,1,0
' retreat set  hectar sub tropic garden locat',of,2,2,4,1,2,1,1,0
' luxuri spa retreat set  hectar sub tropic',in,2,2,4,1,2,1,1,0
' sight # count multipli sever exampl websit metric',with,1,5,6,1,0,0,0,0
' lie tummi rais head',on,0,0,0,0,1,1,0,1
' shoulder curv spine inch inch',by,0,0,0,0,1,1,0,1
' mani more tradit type work that normal',of,0,0,0,0,0,0,0,0
' tradit type work it normal conclud',in,0,0,0,0,0,0,0,0
' tradit type work it normal conclud a',that,0,0,0,0,0,0,0,0
' tradit type work it normal conclud',in,0,0,0,0,0,0,0,0
' tall eleg gentleman a grey beard a',with,0,0,0,0,0,0,0,0
' mp first lord high steward extend borough',of,0,0,0,0,2,1,1,0
' macdonnel rang western a view alic spring alic spring',over,0,3,3,1,2,1,1,0
' alic spring alic spring an urban oasi the',like,0,3,3,1,2,1,1,0
' like urban oasi middl the red',in,0,3,3,1,2,1,1,0
' urban oasi middl the red outback',of,0,3,3,1,2,1,1,0
' issu now work the current round',through,1,1,2,1,0,0,0,0
' now work the current round legal',in,1,1,2,1,0,0,0,0
' in current round legal skirmish intel corp',of,1,1,2,1,0,0,0,0
' current round legal skirmish intel corp it iapx',between,1,1,2,1,0,0,0,0
' iapx  imperson advanc micro devic',as,1,1,2,1,0,0,0,0
' macmillan veri frank person prefer',about,0,0,0,0,0,0,0,0
' madagascar rich miner includ graphit reserv rank',in,0,2,2,1,2,1,1,0
' madagascar rich miner includ graphit reserv rank',in,0,2,2,1,2,1,1,0
' made seven divers region state',of,12,2,14,1,2,1,1,0
' small town almost everyth includ north america',in,12,2,14,1,2,1,1,0
' town almost everyth includ north america deepest',between,12,2,14,1,2,1,1,0
' madelein fasten napkin neck',around,0,0,0,0,1,1,0,1
' chennai an even older coloni bombay calcutta southern',than,0,5,5,1,2,1,1,0
' coloni bombay calcutta southern india',in,0,5,5,1,2,1,1,0
' magic bolivia  escort tour',of,0,2,2,1,2,1,1,0
' bolivia  escort tour bolivia',in,0,2,2,1,2,1,1,0
' magnus the general armi therefor replac',of,0,1,1,1,0,0,0,0
' therefor replac general describ main armi list',in,0,1,1,1,0,0,0,0
' mahmud may bought time but store',for,1,0,1,1,0,0,0,0
' mahmud may bought time but store',for,1,0,1,1,0,0,0,0
' yeosu downtown the busiest area citi hundr',in,2,1,3,1,2,1,1,0
' busiest area the citi hundr shop restaur bar',with,2,1,3,1,2,1,1,0
' the citi hundr shop restaur bar club',of,2,1,3,1,2,1,1,0
' main street downtown wilk barr featur',in,2,0,2,1,2,1,1,0
' busi sci tech  entertain depth news brief sport',IN,0,1,1,1,0,0,0,0
' major east west rout region arr i ',through,1,2,3,1,2,1,1,0
' major east west rout region arr i ',through,1,2,3,1,2,1,1,0
' major east west rout region arr i ',through,1,2,3,1,2,1,1,0
' simpli obliter major group competit  rather they',by,0,0,0,0,0,0,0,0
'  rather they radiat adapt zone the',into,0,0,0,0,2,1,1,0
' radiat adapt zone the previous domin group',after,0,0,0,0,0,0,0,0
' make written statement pattern deriv data',of,0,0,0,0,0,0,0,0
' statement the pattern deriv data obtain various sourc',from,0,0,0,0,0,0,0,0
' statement the pattern deriv data obtain various sourc',from,0,0,0,0,0,0,0,0
' malo beacon be meacon templecomb',by,1,1,2,1,0,0,0,0
' man the last a wide',among,4,1,5,1,0,0,0,0
' man among last wide rang eurasian',of,4,1,5,1,0,0,0,0
' man among last wide rang eurasian',of,4,1,5,1,0,0,0,0
' eurasian mammal trek overland forest tundra',through,4,1,5,1,2,1,1,0
' man among last wide rang eurasian',of,4,1,5,1,2,1,1,0
' bere strait region the late pliocen pleistocen',during,4,1,5,1,0,0,0,0
' mandevill southgat slouch hors dress',on,0,1,1,1,1,1,0,1
' hors dress leather quilt jacket their feet',in,0,1,1,1,1,1,0,1
' hors dress leather quilt jacket their feet',in,0,1,1,1,1,1,0,1
' mandevill glare the tabl rachel sat hand join',at,0,1,1,1,1,1,0,1
' rachel sat hand join novic prayer',like,0,1,1,1,0,0,0,0
' mandevill glare the tabl rachel sat hand join',at,0,1,1,1,0,0,0,0
' mandu a game cricket the qutab shahi',of,2,4,6,1,0,0,0,0
' mandu a game cricket qutab shahi tomb',in,2,4,6,1,2,1,1,0
' mandu a game cricket qutab shahi tomb',in,2,4,6,1,2,1,1,0
' mandu a game cricket the qutab shahi',of,2,4,6,1,2,1,1,0
' mandu a game cricket qutab shahi tomb',in,2,4,6,1,2,1,1,0
' mandu a game cricket the qutab shahi',of,2,4,6,1,2,1,1,0
' mandu a game cricket qutab shahi tomb',in,2,4,6,1,2,1,1,0
' mann decis enter talk came respons',into,0,1,1,1,0,0,0,0
' enter talk came respons repeat offer',in,0,1,1,1,0,0,0,0
' respons repeat offer shekhar new govern',by,0,1,1,1,0,0,0,0
' govern open dialogu punjab',on,0,1,1,1,0,0,0,0
' manufactur retail handheld game disagre',of,0,0,0,0,0,0,0,0
' mani bus rout start front akita station',in,1,0,1,1,2,1,1,0
' bus rout start front akita station',of,1,0,1,1,2,1,1,0
' mani comment suggest incid indic',that,0,0,0,0,0,0,0,0
' the incid indic widespread japanes assumpt racial',of,0,0,0,0,0,0,0,0
' the incid indic widespread japanes assumpt racial',of,0,0,0,0,0,0,0,0
' alreadi realis benefit employ peopl disabl',of,0,0,0,0,0,0,0,0
' benefit employ peopl disabl the skill experi',with,0,0,0,0,0,0,0,0
' mani countri alreadi proceed democraci',towards,0,0,0,0,0,0,0,0
' oak went repair the palac fortress nottingham',of,1,1,2,1,2,1,1,0
' repair the palac fortress nottingham',at,1,1,2,1,2,1,1,0
' mani been kill polit struggl south',in,0,2,2,1,0,0,0,0
' kill polit struggl south america in the',of,0,2,2,1,2,1,1,0
' mani been kill polit struggl south',in,0,2,2,1,0,0,0,0
' mani been kill polit struggl south',in,0,2,2,1,2,1,1,0
' mani been kill polit struggl south',in,0,2,2,1,2,1,1,0
' mani local angri pilot his electron',that,0,2,2,1,0,0,0,0
' electron warfar offic eject crash plane soon',from,0,2,2,1,1,1,0,1
' would hit build barton hartshorn near buckingham',at,0,2,2,1,2,1,1,0
' hit build barton hartshorn buckingham',near,0,2,2,1,2,1,1,0
' mani men wore cushion shirt put',under,0,0,0,0,1,1,0,1
' their shirt put grass skirt fals breast',on,0,0,0,0,1,1,0,1
' grass skirt fals breast emul mockeri',whether,0,0,0,0,0,0,0,0
' skirt fals breast whether emul mockeri the',in,0,0,0,0,0,0,0,0
' whether emul mockeri gentler sex',of,0,0,0,0,0,0,0,0
' mani emigr south africa',of,0,1,1,1,0,0,0,0
' emigr south africa middl class famili are',from,0,1,1,1,0,0,0,0
' class famili are the profess',in,0,1,1,1,0,0,0,0
' mani patron the campaign',of,0,2,2,1,0,0,0,0
' mani patron the campaign',of,0,2,2,1,0,0,0,0
' mani patron the campaign',of,0,2,2,1,2,1,1,0
' mani problem be overcom',of,0,0,0,0,0,0,0,0
' mani problem be overcom',of,0,0,0,0,0,0,0,0
' modicum sympathi consider in author unfortun',by,0,0,0,0,0,0,0,0
' sympathi consider those author unfortun ignor',in,0,0,0,0,0,0,0,0
